Utilization Type,State,Labeler Code,Product Code,Package Size,Year,Quarter,Product Name,Suppression Used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed,Quarter Begin,Quarter Begin Date,Latitude,Longitude,Location,NDC
MCOU,XX,00093,6815,73,2019,3,BUDESONIDE,false,"745,060","8,238","1,134,290.97","1,114,763.59","19,527.38",7/1,07/01/2019,,,,00093681573
FFSU,FL,00487,9901,30,2019,3,ALBUTEROL,false,460,18,484.11,484.11,0,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00487990130
MCOU,AZ,00378,6991,52,2019,3,ALBUTEROL,false,"45,154.762",348,"14,753.08","14,501.54",251.54,7/1,07/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00378699152
FFSU,GA,00487,9701,30,2019,3,BUDESONIDE,false,"3,120",29,"3,334.48","3,287.34",47.14,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00487970130
FFSU,NC,00781,7516,87,2019,3,BUDESONIDE,false,"4,440",43,"1,872.36","1,064.34",808.02,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),00781751687
FFSU,CO,59310,0304,80,2019,3,QVAR REDIH,false,"1,113",89,"25,062.46","23,099.4","1,963.06",7/1,07/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),59310030480
FFSU,WA,66993,0019,68,2019,3,Albuterol,false,"2,376",121,"4,905.73","4,199.44",706.29,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),66993001968
MCOU,IA,00173,0882,10,2019,3,BREO ELLIP,false,"6,240",104,"34,951.48","34,951.48",0,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00173088210
MCOU,NY,00487,9501,01,2019,3,ALBUTEROL,false,"140,205.982","1,492","4,912.59","4,912.59",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00487950101
MCOU,KY,00597,0087,17,2019,3,ATROVENT H,false,"17,079.6","1,298","520,766.89","516,921.65","3,845.24",7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00597008717
FFSU,PA,59310,0579,22,2019,3,PROAIR HFA,false,"14,211.2","1,536","113,570.25","105,282.46","8,287.79",7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),59310057922
MCOU,GA,00186,0372,28,2019,3,SYMBICORT,false,89.7,13,"2,632.84","2,632.84",0,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00186037228
FFSU,NC,45802,0257,42,2019,3,MOMETASONE,false,"2,250",23,"1,152.16","1,152.16",0,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),45802025742
MCOU,TX,69097,0321,87,2019,3,BUDESONIDE,false,"22,048",219,"94,545.32","86,678.16","7,867.16",7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),69097032187
MCOU,LA,00713,0635,37,2019,3,MOMETASONE,false,"2,565",55,668.4,668.4,0,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00713063537
FFSU,TX,59310,0304,80,2019,3,QVAR REDIH,false,318,30,"7,276.8","6,562.07",714.73,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),59310030480
FFSU,TN,00781,7517,87,2019,3,BUDESONIDE,false,"3,840",40,"12,486.61","12,486.61",0,7/1,07/01/2019,41.6772,-71.5101,POINT (-71.5101 41.6772),00781751787
FFSU,ND,00487,9904,01,2019,3,ALBUTEROL,false,"1,761",22,623.05,579.38,43.67,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00487990401
FFSU,XX,76204,0200,01,2019,3,ALBUTEROL,false,"6,195.915",83,700.31,536.28,164.03,7/1,07/01/2019,,,,76204020001
FFSU,MI,00472,0825,16,2019,3,ALBUTEROL,false,"10,370.497",79,798.4,788.85,9.55,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00472082516
FFSU,MA,00173,0718,20,2019,3,FLOVENT HF,false,"52,607.8","4,764","912,243.23","802,610.7","109,632.53",7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00173071820
FFSU,MS,00591,3797,83,2019,3,ALBUTEROL,false,"2,025",22,321.18,312.11,9.07,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00591379783
FFSU,AL,00487,0301,01,2019,3,ALBUTEROL,false,"52,913",322,"14,774.65","14,351.75",422.9,7/1,07/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00487030101
FFSU,DC,00173,0719,20,2019,3,FLOVENT HF,false,"6,864",572,"144,098.24","143,711.24",387,7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00173071920
MCOU,MD,50383,0740,16,2019,3,ALBUTEROL,false,"5,026.5",36,231.32,228.32,3,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),50383074016
FFSU,MN,00378,6991,52,2019,3,ALBUTEROL,false,"2,898",35,"1,005.41","1,002.9",2.51,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),00378699152
MCOU,NE,59310,0579,22,2019,3,PROAIR HFA,false,"70,652","7,630","546,442.1","538,920.58","7,521.52",7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),59310057922
MCOU,WA,16714,0829,01,2019,3,BUDESONIDE,false,"2,666",34,"5,304.64","5,304.64",0,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),16714082901
MCOU,KS,00173,0882,10,2019,3,BREO ELLIP,false,"7,680",126,"44,484.23","42,303.73","2,180.5",7/1,07/01/2019,39.8647,-86.2604,POINT (-86.2604 39.8647),00173088210
FFSU,XX,00713,0701,85,2019,3,MOMETASONE,false,870,22,631.03,613.08,17.95,7/1,07/01/2019,,,,00713070185
FFSU,ID,00487,9701,01,2019,3,BUDESONIDE,false,122,26,175.56,175.56,0,7/1,07/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),00487970101
FFSU,ME,69097,0319,87,2019,3,BUDESONIDE,false,"6,780",54,"7,205.08","3,898.13","3,306.95",7/1,07/01/2019,39.0724,-76.7902,POINT (-76.7902 39.0724),69097031987
FFSU,MO,66993,0019,68,2019,3,ALBUTEROL,false,"2,304",111,"4,973.95","3,168.86","1,805.09",7/1,07/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),66993001968
FFSU,AL,00093,3174,31,2019,3,ALBUTEROL,false,"63,520.5","5,423","207,097.9","202,554.6","4,543.3",7/1,07/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00093317431
FFSU,FL,00173,0716,20,2019,3,ADVAIR HFA,false,"1,284",107,"37,773.95","34,328.81","3,445.14",7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173071620
FFSU,MO,00781,7517,87,2019,3,BUDESONIDE,false,"4,680",44,"23,476.67","23,476.67",0,7/1,07/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00781751787
MCOU,NE,76204,0200,25,2019,3,ALBUTEROL,false,"84,474.622",794,"6,492.21","6,477.22",14.99,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),76204020025
MCOU,MA,68462,0225,17,2019,3,MOMETASONE,false,"6,555",201,"1,839.72","1,680.18",159.54,7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),68462022517
MCOU,MS,00713,0726,37,2019,3,MOMETASONE,false,"23,055",506,"14,478.26","14,430.26",48,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00713072637
FFSU,TX,76204,0200,30,2019,3,ALBUTEROL,false,"29,274",157,"1,646.45","1,646.45",0,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),76204020030
MCOU,FL,00186,0372,28,2019,3,SYMBICORT,false,600.3,87,"17,503.06","17,503.06",0,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00186037228
MCOU,MD,00713,0634,37,2019,3,MOMETASONE,false,"3,924.15",84,"1,329","1,311",18,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00713063437
FFSU,CA,00173,0719,20,2019,3,FLOVENT HF,false,"67,269.2","5,387","1,426,923.97","1,381,997.78","44,926.19",7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00173071920
MCOU,XX,00173,0601,02,2019,3,FLOVENT 25,false,"235,020","3,752","974,224.52","964,941.88","9,282.64",7/1,07/01/2019,,,,00173060102
FFSU,TX,00173,0682,20,2019,3,VENTOLIN H,false,"1,044",51,"2,754.58","2,488.14",266.44,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00173068220
FFSU,OK,50383,0741,20,2019,3,ALBUTEROL,false,"2,638.25",193,"4,565.54","3,700.02",865.52,7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),50383074120
MCOU,NY,68180,0984,30,2019,3,BUDESONIDE,false,"18,720",204,"39,551.7","39,551.7",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),68180098430
MCOU,LA,69097,0318,87,2019,3,BUDESONIDE,false,"10,590",126,"11,789.01","11,698.32",90.69,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),69097031887
MCOU,MI,00378,6991,52,2019,3,ALBUTEROL,false,"45,301.2",344,"12,528.53","12,528.53",0,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00378699152
MCOU,NV,00173,0601,02,2019,3,FLOVENT DI,false,"2,640",44,"10,744.54","10,744.54",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00173060102
FFSU,ND,00115,1687,74,2019,3,BUDESONIDE,false,"1,230",23,"2,261.17","2,183.11",78.06,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00115168774
MCOU,MA,00173,0697,00,2019,3,ADVAIR 500,false,"4,500",73,"36,367.51","36,217.86",149.65,7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00173069700
FFSU,SC,00597,0087,17,2019,3,ATROVENT H,false,296.7,23,"8,709","8,709",0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00597008717
MCOU,FL,00781,7517,87,2019,3,BUDESONIDE,false,"3,150",33,"17,020.47","16,914.44",106.03,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00781751787
MCOU,CA,00115,1687,74,2019,3,BUDESONIDE,false,"16,050",162,"18,533.19","18,533.19",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00115168774
MCOU,WA,00093,3174,31,2019,3,ALBUTEROL,false,"345,950","38,986","1,480,741.67","1,474,625.35","6,116.32",7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00093317431
MCOU,OR,51862,0582,01,2019,3,BUDESONIDE,false,"2,122",26,"11,186.49","11,186.49",0,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),51862058201
MCOU,NJ,00093,6816,73,2019,3,BUDESONIDE,false,"54,192",548,"53,306.15","48,436.12","4,870.03",7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00093681673
FFSU,MO,00487,0301,01,2019,3,ALBUTEROL,false,"45,586.854",312,"15,724.7","15,558.37",166.33,7/1,07/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00487030101
FFSU,MD,00487,9501,60,2019,3,ALBUTEROL,false,"48,996",154,"3,410.94","3,360.9",50.04,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00487950160
FFSU,GA,00173,0697,00,2019,3,ADVAIR DIS,false,"35,820",597,"302,856.51","301,395.96","1,460.55",7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00173069700
FFSU,AL,68462,0225,55,2019,3,Mometasone,false,"14,385",301,"6,140.99","6,078.84",62.15,7/1,07/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),68462022555
MCOU,KY,60505,0830,01,2019,3,MOMETASONE,false,"3,502",206,"17,379.68","16,703.22",676.46,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),60505083001
MCOU,TX,50383,0741,20,2019,3,ALBUTEROL,false,"6,994.2",334,"8,644.55","8,052.45",592.1,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),50383074120
MCOU,MS,00186,0372,20,2019,3,SYMBICORT,false,"8,088.6",786,"238,824.77","237,630.77","1,194",7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00186037220
MCOU,WA,00115,1689,74,2019,3,Budesonide,false,528,52,"5,151.91","5,139.88",12.03,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00115168974
FFSU,MS,00713,0726,37,2019,3,MOMETASONE,false,"2,385",53,"1,508.16","1,487.09",21.07,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00713072637
MCOU,NJ,00173,0717,20,2019,3,ADVAIR HFA,false,"1,272",102,"51,521.86","46,532.14","4,989.72",7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00173071720
MCOU,MI,00713,0634,15,2019,3,MOMETASONE,false,"2,745",106,"1,291.56","1,291.56",0,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00713063415
MCOU,VA,00713,0727,37,2019,3,MOMETASONE,false,"3,285",68,"1,457.21","1,457.21",0,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00713072737
MCOU,MI,68462,0192,55,2019,3,MOMETASONE,false,"9,225",206,"3,507.39","3,507.39",0,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),68462019255
MCOU,IL,00781,7516,87,2019,3,BUDESONIDE,false,"6,660",66,"6,522.1","6,522.1",0,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00781751687
MCOU,LA,76204,0200,60,2019,3,ALBUTEROL,false,"573,948.6","2,624","57,408.59","56,820.04",588.55,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),76204020060
FFSU,SD,00173,0716,20,2019,3,ADVAIR HFA,false,"1,932",161,"62,512.92","53,293.79","9,219.13",7/1,07/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),00173071620
FFSU,MI,00378,6991,52,2019,3,ALBUTEROL,false,"22,796.4",115,"2,552.79","2,447.77",105.02,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00378699152
MCOU,IA,00186,0370,20,2019,3,Symbicort,false,"12,964.2","1,271","422,480.94","422,480.94",0,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00186037020
FFSU,KY,76204,0200,60,2019,3,ALBUTEROL,false,"34,269",131,"2,581.49","2,552.31",29.18,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),76204020060
FFSU,TN,00186,0372,20,2019,3,SYMBICORT,false,"18,574.2","1,821","534,828.56","527,506.44","7,322.12",7/1,07/01/2019,41.6772,-71.5101,POINT (-71.5101 41.6772),00186037220
FFSU,LA,00093,6816,73,2019,3,BUDESONIDE,false,"12,662",139,"13,852.83","9,330.9","4,521.93",7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00093681673
FFSU,SC,00378,8270,52,2019,3,ALBUTEROL,false,"71,940",466,"4,554.93","4,487.81",67.12,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00378827052
MCOU,LA,00487,9501,01,2019,3,ALBUTEROL,false,"2,752.8",70,512.81,512.81,0,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00487950101
MCOU,WA,76204,0200,60,2019,3,ALBUTEROL,false,"98,799",397,"5,333.32","5,320.91",12.41,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),76204020060
FFSU,MN,59310,0304,80,2019,3,QVAR REDIH,false,445.2,42,"10,275.12","3,155.96","7,119.16",7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),59310030480
FFSU,CT,68462,0225,55,2019,3,Mometasone,false,"13,770",258,"5,507.81","5,480.89",26.92,7/1,07/01/2019,39.0646,-105.3272,POINT (-105.3272 39.0646),68462022555
MCOU,OH,00093,6816,73,2019,3,BUDESONIDE,false,"51,656",529,"102,383.83","98,774.62","3,609.21",7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00093681673
MCOU,IN,68462,0225,17,2019,3,Mometasone,false,"2,970",105,"2,036.88","1,946.2",90.68,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),68462022517
FFSU,OH,65162,0891,29,2019,3,MOMETASONE,false,221,13,299.66,299.66,0,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),65162089129
FFSU,NY,00713,0727,37,2019,3,MOMETASONE,false,"1,035",21,395.9,390.92,4.98,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00713072737
MCOU,TX,00173,0718,20,2019,3,FLOVENT HF,false,"314,248","29,471","5,454,219.78","5,366,737.75","87,482.03",7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00173071820
MCOU,DC,00591,3797,30,2019,3,ALBUTEROL,false,"8,850",29,680.53,680.53,0,7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00591379730
MCOU,HI,00173,0719,20,2019,3,FLOVENT HF,false,"8,616",715,"178,659.96","178,659.96",0,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),00173071920
MCOU,SC,00378,6992,52,2019,3,ALBUTEROL,false,"41,460",328,"9,101.55","9,101.55",0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00378699252
FFSU,WI,00173,0720,20,2019,3,FLOVENT HF,false,"18,156","1,502","594,015.24","560,412.52","33,602.72",7/1,07/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00173072020
MCOU,NV,69097,0318,87,2019,3,BUDESONIDE,false,"1,095",31,"2,113.05","2,113.05",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),69097031887
MCOU,NH,00591,3797,30,2019,3,ALBUTEROL,false,"1,530",12,68.85,68.85,0,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00591379730
FFSU,XX,59310,0579,22,2019,3,PROAIR HFA,false,"6,327,686.873","630,197","52,904,036.46","52,054,207.1","849,829.36",7/1,07/01/2019,,,,59310057922
FFSU,MS,00186,0370,20,2019,3,SYMBICORT,false,"5,273.4",517,"177,917.77","172,400.74","5,517.03",7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00186037020
FFSU,CT,00713,0634,37,2019,3,MOMETASONE,false,"4,140",81,"2,044.82","2,037.97",6.85,7/1,07/01/2019,39.0646,-105.3272,POINT (-105.3272 39.0646),00713063437
MCOU,IN,00093,6817,73,2019,3,BUDESONIDE,false,"3,300",49,"21,198.58","20,895.78",302.8,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00093681773
FFSU,NY,00173,0601,02,2019,3,FLOVENT DI,false,"4,320",71,"17,976.28","16,906.68","1,069.6",7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00173060102
MCOU,GA,00472,0825,16,2019,3,ALBUTEROL,false,"48,064",432,"1,505.53","1,505.53",0,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00472082516
MCOU,MD,00487,9501,01,2019,3,ALBUTEROL,false,"33,357",458,"3,669.23","3,213.15",456.08,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00487950101
FFSU,XX,60687,0395,79,2019,3,ALBUTEROL,false,61,21,44.7,44.7,0,7/1,07/01/2019,,,,60687039579
MCOU,ND,00487,9501,25,2019,3,ALBUTEROL,false,"2,400",20,323.5,323.5,0,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00487950125
FFSU,GA,68462,0192,17,2019,3,MOMETASONE,false,"1,755",60,"1,604.06","1,591.6",12.46,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),68462019217
MCOU,MS,00173,0716,22,2019,3,ADVAIR HFA,false,104,13,"2,908.88","2,881.88",27,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00173071622
FFSU,SD,00173,0718,20,2019,3,FLOVENT HF,false,"2,979.6",281,"54,699.21","52,431.69","2,267.52",7/1,07/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),00173071820
FFSU,AL,00173,0717,20,2019,3,ADVAIR HFA,false,"1,344",112,"56,565.6","50,133","6,432.6",7/1,07/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00173071720
FFSU,CO,76204,0200,60,2019,3,ALBUTEROL,false,"287,826.681","1,158","22,255.01","22,179.77",75.24,7/1,07/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),76204020060
MCOU,NY,00115,1469,46,2019,3,MOMETASONE,false,"1,110",24,281.77,281.77,0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00115146946
MCOU,CA,00487,9904,25,2019,3,ALBUTEROL,false,"49,467",519,"13,510.34","13,474.84",35.5,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00487990425
MCOU,LA,00713,0726,37,2019,3,MOMETASONE,false,"22,860",505,"10,216.77","10,173.31",43.46,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00713072637
MCOU,XX,66689,0100,16,2019,3,ALBUTEROL,false,"6,088",40,352.56,352.56,0,7/1,07/01/2019,,,,66689010016
FFSU,IN,00093,3174,31,2019,3,ALBUTEROL,false,"2,490.5",259,"12,562.47","11,942.67",619.8,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00093317431
MCOU,TX,00173,0601,02,2019,3,FLOVENT 25,false,"3,540",59,"14,544.4","13,665.61",878.79,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00173060102
FFSU,OK,68462,0225,55,2019,3,Mometasone,false,945,19,408.97,402.57,6.4,7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),68462022555
MCOU,CA,00487,9701,01,2019,3,BUDESONIDE,false,"2,283",28,"5,132.39","5,132.39",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00487970101
MCOU,IL,59310,0304,80,2019,3,QVAR BA IN,false,"37,873.8","3,563","969,353.76","968,981.58",372.18,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),59310030480
FFSU,GA,00591,3797,83,2019,3,ALBUTEROL,false,"32,145.602",189,"2,736.3","2,649.99",86.31,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00591379783
MCOU,WA,00378,6992,52,2019,3,ALBUTEROL,false,"11,865",113,"2,968.57","2,947.53",21.04,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00378699252
MCOU,MD,00173,0715,20,2019,3,ADVAIR HFA,false,"1,092",83,"27,907.6","27,904.6",3,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00173071520
MCOU,NY,00781,7517,87,2019,3,BUDESONIDE,false,"8,010",109,"35,432.27","35,432.27",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00781751787
FFSU,OK,00713,0634,15,2019,3,MOMETASONE,false,"1,515",56,"1,155.05","1,147.05",8,7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),00713063415
MCOU,MI,76204,0200,30,2019,3,ALBUTEROL,false,"188,118",889,"11,838.87","11,821.21",17.66,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),76204020030
FFSU,PA,00487,9501,03,2019,3,ALBUTEROL,false,"7,770",56,566.43,507.7,58.73,7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00487950103
MCOU,RI,68462,0192,17,2019,3,MOMETASONE,false,"1,215",76,415.53,415.53,0,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),68462019217
MCOU,NV,00115,1689,74,2019,3,Budesonide,false,"2,820",31,"4,146.2","4,146.2",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00115168974
MCOU,CA,00378,7155,01,2019,3,BUDESONIDE,false,"4,419",55,"28,819.62","28,819.62",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00378715501
MCOU,NY,50383,0741,20,2019,3,ALBUTEROL,false,"5,042.6",184,"4,369.78","4,369.78",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),50383074120
MCOU,NY,68462,0225,17,2019,3,MOMETASONE,false,"102,119","4,041","33,837.45","33,835.48",1.97,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),68462022517
MCOU,NH,00378,8270,52,2019,3,ALBUTEROL,false,"37,995",335,"2,583.02","2,583.02",0,7/1,07/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00378827052
FFSU,CA,59310,0302,40,2019,3,QVAR BA IN,false,"31,176.6","2,868","536,920.13","529,343.06","7,577.07",7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),59310030240
MCOU,HI,60505,0830,01,2019,3,MOMETASONE,false,204,12,"1,036.24","1,036.24",0,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),60505083001
FFSU,ND,00115,1689,74,2019,3,BUDESONIDE,false,"4,410",63,"4,669.21","4,170.8",498.41,7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),00115168974
MCOU,DC,00173,0716,20,2019,3,ADVAIR HFA,false,804,67,"23,344.12","23,344.12",0,7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00173071620
MCOU,KY,64980,0443,01,2019,3,ALBUTEROL,false,"1,650",22,"1,941.27","1,941.27",0,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),64980044301
MCOU,MD,16714,0829,01,2019,3,BUDESONIDE,false,"1,098",14,"1,979.08","1,975.08",4,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),16714082901
MCOU,IN,00487,9501,60,2019,3,ALBUTEROL,false,"133,280.2",521,"11,754.06","11,612.48",141.58,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00487950160
FFSU,DC,76204,0200,60,2019,3,ALBUTEROL,false,"12,525",48,"1,009.68",978.68,31,7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),76204020060
MCOU,NE,00186,0370,28,2019,3,Symbicort,false,194.4,29,"6,165.14","6,165.14",0,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),00186037028
MCOU,IL,00173,0719,20,2019,3,FLOVENT HF,false,"46,716","3,855","1,129,633.92","1,127,804.55","1,829.37",7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00173071920
FFSU,IL,00115,1689,74,2019,3,Budesonide,false,"48,660",460,"59,699.34","37,837.74","21,861.6",7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00115168974
FFSU,OK,59310,0579,22,2019,3,PROAIR HFA,false,"307,509.223","29,350","2,573,128.32","2,507,429.94","65,698.38",7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),59310057922
FFSU,TN,00713,0726,15,2019,3,MOMETASONE,false,"9,945",353,"7,795.71","7,778.51",17.2,7/1,07/01/2019,41.6772,-71.5101,POINT (-71.5101 41.6772),00713072615
MCOU,CA,69238,1345,01,2019,3,ALBUTEROL,false,"2,656",37,"9,383.29","9,383.29",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),69238134501
