Utilization Type,State,Labeler Code,Product Code,Package Size,Year,Quarter,Product Name,Suppression Used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed,Quarter Begin,Quarter Begin Date,Latitude,Longitude,Location,NDC
MCOU,LA,65162,0778,10,2019,3,BUDESONIDE,false,"2,810",37,"13,631.98","13,286.54",345.44,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),65162077810
FFSU,WI,00254,1007,52,2019,2,Albuterol,false,"8,890.9","1,192","60,447.15","59,278.82","1,168.33",4/1,04/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00254100752
MCOU,VA,00781,6355,87,2019,2,MOMETASONE,false,"1,887",110,"10,174.26","10,174.26",0,4/1,04/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00781635587
MCOU,WI,59310,0302,40,2019,1,QVAR BA IN,true,,,,,,1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),59310030240
MCOU,OR,16714,0829,01,2019,2,BUDESONIDE,false,"2,304",27,"11,679.73","11,679.73",0,4/1,04/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),16714082901
MCOU,IL,69097,0318,87,2019,3,BUDESONIDE,false,"20,200",264,"22,496.76","22,376.67",120.09,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),69097031887
MCOU,XX,66689,0100,16,2019,2,ALBUTEROL,false,"14,903",91,"1,012.59","1,012.59",0,4/1,04/01/2019,,,,66689010016
MCOU,VA,00173,0859,10,2019,3,BREO ELLIP,false,"29,580",487,"168,704.2","164,932.17","3,772.03",7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00173085910
FFSU,AK,76204,0200,30,2019,1,ALBUTEROL,false,"9,504",67,"1,071.71","1,051.53",20.18,1/1,01/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),76204020030
MCOU,OR,00173,0601,02,2019,3,FLOVENT DI,false,"6,300",98,"25,769.5","25,769.5",0,7/1,07/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00173060102
FFSU,MN,69238,1345,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),69238134501
MCOU,FL,00173,0695,00,2019,1,ADVAIR DIS,false,"131,580","2,190","655,870.62","651,271.95","4,598.67",1/1,01/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173069500
FFSU,GA,00487,9601,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00487960101
FFSU,NY,45802,0118,59,2019,1,MOMETASONE,false,"1,140",38,777.53,777.53,0,1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),45802011859
MCOU,RI,00173,0717,20,2019,1,ADVAIR HFA,false,960,80,"40,494.66","40,494.66",0,1/1,01/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),00173071720
FFSU,MN,66993,0019,68,2019,3,ALBUTEROL,false,"8,154",394,"18,430.69","14,959.76","3,470.93",7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),66993001968
MCOU,NH,00173,0601,02,2019,2,FLOVENT DI,false,"3,480",58,"14,389.43","14,389.43",0,4/1,04/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00173060102
FFSU,NJ,00173,0696,04,2019,2,ADVAIR DIS,false,658,47,"7,426.27","7,426.27",0,4/1,04/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00173069604
FFSU,AZ,00591,3797,83,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00591379783
MCOU,OH,68462,0225,55,2019,2,Mometasone,false,"15,570",324,"8,943.53","8,938.32",5.21,4/1,04/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),68462022555
MCOU,NM,51862,0582,01,2019,3,BUDESONIDE,false,"1,968",23,"4,014.63","3,880.68",133.95,7/1,07/01/2019,43.4108,-71.5653,POINT (-71.5653 43.4108),51862058201
MCOU,AR,00713,0635,15,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00713063515
MCOU,WA,68382,0720,01,2019,3,BUDESONIDE,false,"3,320",45,"6,626.74","6,626.74",0,7/1,07/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),68382072001
FFSU,WI,00173,0602,02,2019,1,FLOVENT DI,true,,,,,,1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00173060202
FFSU,SD,66993,0019,68,2019,3,Albuterol,false,"28,386","1,524","72,381.88","70,182.63","2,199.25",7/1,07/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),66993001968
FFSU,NY,00713,0727,15,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00713072715
FFSU,LA,00781,7517,87,2019,1,BUDESONIDE,true,,,,,,1/1,01/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00781751787
FFSU,MN,00186,0372,20,2019,1,SYMBICORT,false,"3,631.2",356,"110,929.61","92,724.29","18,205.32",1/1,01/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),00186037220
FFSU,SD,17478,0171,01,2019,3,Xopenex 1.,true,,,,,,7/1,07/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),17478017101
FFSU,OH,00186,0372,20,2019,1,Symbicort,false,"4,059.6",384,"117,068.92","116,473.28",595.64,1/1,01/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00186037220
FFSU,NY,00487,9904,01,2019,1,ALBUTEROL,false,"23,493",129,"6,333.82","6,150.8",183.02,1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00487990401
MCOU,ND,59310,0579,22,2019,3,PROAIR HFA,false,"2,414",282,"21,566.95","20,180.95","1,386",7/1,07/01/2019,46.9048,-110.3261,POINT (-110.3261 46.9048),59310057922
FFSU,WI,00713,0726,15,2019,1,Mometasone,false,"1,920",58,"2,118.48","2,096.48",22,1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00713072615
FFSU,VA,00487,9501,25,2019,3,ALBUTEROL,false,"24,475.817",177,"1,564.51","1,184.59",379.92,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00487950125
MCOU,NV,63402,0510,01,2019,1,XOPENEX HF,false,210,12,982.62,982.62,0,1/1,01/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),63402051001
MCOU,MN,45802,0257,35,2019,1,MOMETASONE,true,,,,,,1/1,01/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),45802025735
MCOU,IN,68382,0720,01,2019,1,BUDESONIDE,false,"3,188",38,"19,429.67","19,429.67",0,1/1,01/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),68382072001
FFSU,NM,00115,1687,74,2019,2,BUDESONIDE,true,,,,,,4/1,04/01/2019,43.4108,-71.5653,POINT (-71.5653 43.4108),00115168774
MCOU,WI,00713,0727,37,2019,2,Mometasone,true,,,,,,4/1,04/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00713072737
FFSU,WV,00378,6991,52,2019,3,ALBUTEROL,false,"25,179.524",137,"3,058.44","2,911.54",146.9,7/1,07/01/2019,18.0001,-64.8199,POINT (-64.8199 18.0001),00378699152
MCOU,IN,00713,0634,37,2019,2,MOMETASONE,false,"4,425",99,"2,554.27","2,517.89",36.38,4/1,04/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00713063437
FFSU,OK,00713,0726,37,2019,1,Mometasone,false,"1,620",31,920.94,904.94,16,1/1,01/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),00713072637
MCOU,XX,00115,1469,46,2019,1,MOMETASONE,false,"10,440",211,"2,800.31","2,796.66",3.65,1/1,01/01/2019,,,,00115146946
MCOU,CA,64980,0443,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),64980044301
FFSU,MD,00713,0634,15,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00713063415
FFSU,MA,00168,0271,46,2019,1,MOMETASONE,true,,,,,,1/1,01/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00168027146
MCOU,MI,65162,0891,29,2019,1,MOMETASONE,true,,,,,,1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),65162089129
FFSU,KS,00093,3174,31,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,39.8647,-86.2604,POINT (-86.2604 39.8647),00093317431
FFSU,NE,59310,0579,22,2019,2,PROAIR HFA,true,,,,,,4/1,04/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),59310057922
FFSU,KY,59310,0579,22,2019,2,PROAIR HFA,false,"11,612","1,292","97,001.99","96,811.63",190.36,4/1,04/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),59310057922
MCOU,CO,00173,0695,00,2019,1,ADVAIR DIS,true,,,,,,1/1,01/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00173069500
FFSU,SC,00713,0634,15,2019,1,MOMETASONE,false,480,14,215.85,215.85,0,1/1,01/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00713063415
FFSU,CA,00173,0882,14,2019,1,BREO ELLIP,false,477,18,"2,375.13","2,375.13",0,1/1,01/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00173088214
MCOU,IL,00713,0635,37,2019,1,MOMETASONE,false,"2,025",41,693.89,693.89,0,1/1,01/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00713063537
FFSU,XX,00173,0882,14,2019,1,BREO ELLIP,false,"2,816",103,"14,276.05","12,645.02","1,631.03",1/1,01/01/2019,,,,00173088214
MCOU,SC,53489,0177,01,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),53489017701
MCOU,KY,00173,0682,24,2019,1,VENTOLIN H,false,501.7,74,"3,166.56","1,802.33","1,364.23",1/1,01/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00173068224
MCOU,CA,00173,0696,04,2019,2,ADVAIR DIS,true,,,,,,4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00173069604
MCOU,AZ,00487,0301,01,2019,1,ALBUTEROL,false,"30,833.096",217,"9,017.2","8,863.86",153.34,1/1,01/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00487030101
FFSU,SC,00115,1470,46,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00115147046
MCOU,MS,00487,9701,01,2019,2,BUDESONIDE,true,,,,,,4/1,04/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00487970101
FFSU,IA,00173,0718,20,2019,1,FLOVENT HF,false,678.4,63,"10,134.3","10,134.3",0,1/1,01/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00173071820
FFSU,OH,00173,0697,04,2019,3,ADVAIR DIS,true,,,,,,7/1,07/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00173069704
MCOU,TX,59310,0302,40,2019,2,QVAR REDIH,false,"22,832.4","2,143","380,471.98","355,804.17","24,667.81",4/1,04/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),59310030240
MCOU,MS,59310,0579,22,2019,3,PROAIR HFA,false,"22,764","2,453","192,391.43","189,010.43","3,381",7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),59310057922
FFSU,MI,00173,0696,04,2019,1,ADVAIR DIS,false,336,12,"2,732.93","2,732.93",0,1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00173069604
FFSU,NC,00487,9501,60,2019,3,ALBUTEROL,false,"550,968.749","2,411","44,246.91","43,666",580.91,7/1,07/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),00487950160
MCOU,OH,17478,0174,12,2019,2,Xopenex 1.,true,,,,,,4/1,04/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),17478017412
FFSU,CA,51862,0582,01,2019,3,BUDESONIDE,false,"1,230",15,"3,333.2","3,333.2",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),51862058201
FFSU,WI,68382,0720,01,2019,1,BUDESONIDE,false,"2,562",36,"6,665.74","6,146.83",518.91,1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),68382072001
FFSU,MD,00115,1687,74,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00115168774
FFSU,CA,00713,0634,15,2019,1,MOMETASONE,false,"2,850",102,"1,886.83","1,879.52",7.31,1/1,01/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00713063415
MCOU,IA,59310,0204,12,2019,3,QVAR INHAL,true,,,,,,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),59310020412
MCOU,MS,53489,0177,01,2019,1,ALBUTEROL,true,,,,,,1/1,01/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),53489017701
MCOU,VA,00781,7516,87,2019,3,BUDESONIDE,false,"21,566",232,"32,394.04","29,643.11","2,750.93",7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00781751687
FFSU,NJ,65162,0778,10,2019,3,Budesonide,true,,,,,,7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),65162077810
FFSU,WV,76204,0200,60,2019,2,ALBUTEROL,false,"219,917.1",809,"14,477.78","13,485.47",992.31,4/1,04/01/2019,18.0001,-64.8199,POINT (-64.8199 18.0001),76204020060
MCOU,PA,00591,2510,30,2019,2,BUDESONIDE,false,685,23,"26,399.96","21,632.39","4,767.57",4/1,04/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00591251030
MCOU,AZ,00173,0695,00,2019,2,ADVAIR DIS,false,"33,480",547,"171,818.11","169,429.41","2,388.7",4/1,04/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00173069500
MCOU,XX,00093,6815,73,2019,1,BUDESONIDE,false,"1,219,455.7","14,480","2,244,724.66","2,223,118.64","21,606.02",1/1,01/01/2019,,,,00093681573
MCOU,LA,00173,0600,02,2019,1,FLOVENT DI,false,"10,260",171,"30,568.8","30,138.3",430.5,1/1,01/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00173060002
FFSU,MN,76204,0200,25,2019,3,ALBUTEROL,false,"50,574",455,"6,190.59","5,523.11",667.48,7/1,07/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),76204020025
FFSU,VT,00713,0726,37,2019,1,Mometasone,true,,,,,,1/1,01/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00713072637
FFSU,NM,00597,0087,17,2019,2,ATROVENT 1,false,154.8,12,"5,037.48","2,777.8","2,259.68",4/1,04/01/2019,43.4108,-71.5653,POINT (-71.5653 43.4108),00597008717
FFSU,IN,00378,8270,93,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00378827093
FFSU,OR,00597,0087,17,2019,1,ATROVENT H,false,748.2,53,"21,899.17","17,481.48","4,417.69",1/1,01/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00597008717
MCOU,FL,00713,0727,37,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00713072737
FFSU,AR,00487,9501,01,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00487950101
MCOU,HI,00173,0695,00,2019,3,ADVAIR 100,true,,,,,,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),00173069500
MCOU,MA,45802,0257,35,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),45802025735
FFSU,MA,00093,6816,73,2019,2,BUDESONIDE,false,"12,120",123,"12,944.68","9,791.32","3,153.36",4/1,04/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00093681673
MCOU,RI,00591,3468,53,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),00591346853
FFSU,AL,69097,0319,87,2019,1,BUDESONIDE,true,,,,,,1/1,01/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),69097031987
FFSU,DE,00186,0370,20,2019,1,Symbicort,true,,,,,,1/1,01/01/2019,38.8964,-77.0262,POINT (-77.0262 38.8964),00186037020
MCOU,MN,69097,0318,87,2019,2,BUDESONIDE,false,"22,140",244,"29,590.67","29,472.06",118.61,4/1,04/01/2019,43.3504,-84.5603,POINT (-84.5603 43.3504),69097031887
MCOU,GA,69097,0321,87,2019,2,BUDESONIDE,false,"3,870",45,"17,442.03","17,442.03",0,4/1,04/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),69097032187
FFSU,MO,00487,9701,30,2019,2,BUDESONIDE,false,"80,402",718,"91,084.84","33,283.18","57,801.66",4/1,04/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00487970130
FFSU,MI,00487,9501,03,2019,3,ALBUTEROL,false,"67,875",360,"4,052","2,972.74","1,079.26",7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00487950103
MCOU,IN,00378,7155,01,2019,1,BUDESONIDE,true,,,,,,1/1,01/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00378715501
MCOU,GA,00378,0255,01,2019,1,ALBUTEROL,true,,,,,,1/1,01/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00378025501
MCOU,DE,00173,0600,02,2019,2,FLOVENT DI,true,,,,,,4/1,04/01/2019,38.8964,-77.0262,POINT (-77.0262 38.8964),00173060002
FFSU,MO,00378,8270,91,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00378827091
MCOU,SC,00713,0726,37,2019,3,MOMETASONE,false,"1,575",35,964.61,964.61,0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00713072637
FFSU,KY,00378,8270,91,2019,3,ALBUTEROL,false,"2,970",26,335.64,335.64,0,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00378827091
FFSU,NJ,00487,9701,30,2019,1,Budesonide,true,,,,,,1/1,01/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00487970130
FFSU,PA,66993,0019,68,2019,3,Albuterol,false,"3,312",162,"6,285.97","3,741.18","2,544.79",7/1,07/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),66993001968
MCOU,NY,59310,0580,20,2019,1,PROAIR RES,false,"2,500.55","3,727","224,613.64","224,584.42",29.22,1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),59310058020
FFSU,KY,00378,8270,52,2019,1,ALBUTEROL,false,"10,437",105,"1,131.25","1,122.78",8.47,1/1,01/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00378827052
FFSU,FL,00713,0701,53,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00713070153
MCOU,AR,00378,8270,91,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,34.9513,-92.3809,POINT (-92.3809 34.9513),00378827091
FFSU,AL,68462,0192,17,2019,2,MOMETASONE,false,"6,750",252,"6,208.34","5,849.48",358.86,4/1,04/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),68462019217
MCOU,LA,59310,0302,40,2019,2,QVAR REDIH,false,"4,017.4",379,"68,491.23","64,842.95","3,648.28",4/1,04/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),59310030240
MCOU,DC,00173,0882,10,2019,3,BREO ELLIP,false,"17,160",286,"94,117.85","92,939.34","1,178.51",7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00173088210
FFSU,OK,00781,7515,87,2019,1,BUDESONIDE,false,"4,620",45,"3,554.55","3,554.55",0,1/1,01/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),00781751587
FFSU,CA,00487,9501,03,2019,2,ALBUTEROL,false,"171,405","1,459","21,135.58","18,927.21","2,208.37",4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00487950103
FFSU,LA,00378,6992,52,2019,3,ALBUTEROL,false,"13,321.8",65,"1,156.66","1,015.3",141.36,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00378699252
FFSU,RI,59310,0304,80,2019,3,QVAR BA IN,false,169.6,16,"3,723.61",498.68,"3,224.93",7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),59310030480
FFSU,SD,69097,0321,87,2019,2,BUDESONIDE,false,840,12,"3,928.83","3,297.36",631.47,4/1,04/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),69097032187
FFSU,MO,17478,0171,01,2019,1,XOPENEX CO,true,,,,,,1/1,01/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),17478017101
FFSU,MS,69097,0321,87,2019,2,BUDESONIDE,true,,,,,,4/1,04/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),69097032187
MCOU,DE,45802,0257,42,2019,1,MOMETASONE,true,,,,,,1/1,01/01/2019,38.8964,-77.0262,POINT (-77.0262 38.8964),45802025742
FFSU,UT,00591,3797,83,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),00591379783
FFSU,CT,00186,0370,20,2019,3,Symbicort,false,"96,216.6","7,927","3,223,521.65","3,168,461.37","55,060.28",7/1,07/01/2019,39.0646,-105.3272,POINT (-105.3272 39.0646),00186037020
FFSU,SC,00173,0696,04,2019,1,ADVAIR DIS,true,,,,,,1/1,01/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00173069604
MCOU,NY,68462,0192,17,2019,2,MOMETASONE,false,"95,506","3,538","34,620.47","34,619.51",0.96,4/1,04/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),68462019217
MCOU,OR,00487,9904,01,2019,2,ALBUTEROL,false,"11,989.2",90,"3,192.72","3,147.16",45.56,4/1,04/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00487990401
MCOU,DC,00378,7155,01,2019,2,BUDESONIDE,true,,,,,,4/1,04/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00378715501
FFSU,VA,00487,9501,25,2019,1,ALBUTEROL,false,"33,654.816",242,"2,245.13","1,922.92",322.21,1/1,01/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00487950125
MCOU,MA,00487,9701,01,2019,2,BUDESONIDE,true,,,,,,4/1,04/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00487970101
MCOU,CA,69097,0319,87,2019,1,BUDESONIDE,false,"206,464","2,067","232,631.02","232,027.6",603.42,1/1,01/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),69097031987
FFSU,CO,00713,0635,37,2019,1,MOMETASONE,false,855,18,337.19,329.53,7.66,1/1,01/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00713063537
FFSU,SD,00173,0859,14,2019,1,BREO ELLIP,true,,,,,,1/1,01/01/2019,18.2766,-66.335,POINT (-66.335 18.2766),00173085914
FFSU,IN,00713,0634,15,2019,2,MOMETASONE,true,,,,,,4/1,04/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00713063415
MCOU,XX,66689,0100,16,2019,1,ALBUTEROL,false,"20,671.5",121,"1,429.3","1,429.3",0,1/1,01/01/2019,,,,66689010016
MCOU,XX,59310,0580,20,2019,3,PROAIR RES,false,"7,822.842","11,137","718,910.87","705,588.84","13,322.03",7/1,07/01/2019,,,,59310058020
MCOU,LA,68462,0192,17,2019,3,MOMETASONE,false,"6,870",262,"4,486.27","4,436.06",50.21,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),68462019217
FFSU,ME,00186,0370,28,2019,3,SYMBICORT,true,,,,,,7/1,07/01/2019,39.0724,-76.7902,POINT (-76.7902 39.0724),00186037028
FFSU,NV,00173,0697,00,2019,3,ADVAIR DIS,false,"5,640",86,"45,522.22","45,522.22",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00173069700
FFSU,TX,00487,9904,25,2019,3,ALBUTEROL,false,"9,990",84,"2,689.94","2,689.94",0,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00487990425
MCOU,IA,00378,6992,52,2019,3,ALBUTEROL,true,,,,,,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00378699252
FFSU,RI,00115,1689,74,2019,3,Budesonide,true,,,,,,7/1,07/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),00115168974
MCOU,VA,00093,6817,73,2019,1,BUDESONIDE,false,"5,310",70,"37,677.86","35,147","2,530.86",1/1,01/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00093681773
FFSU,AL,00591,2510,30,2019,1,BUDESONIDE,true,,,,,,1/1,01/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00591251030
MCOU,FL,00173,0717,22,2019,2,ADVAIR HFA,false,184,23,"7,077.05","6,820.01",257.04,4/1,04/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),00173071722
MCOU,IN,64980,0442,01,2019,1,ALBUTEROL,true,,,,,,1/1,01/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),64980044201
MCOU,WA,00597,0087,17,2019,1,ATROVENT H,false,"23,220","1,776","671,510.33","662,457.66","9,052.67",1/1,01/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00597008717
MCOU,UT,76204,0200,01,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),76204020001
MCOU,MS,00487,9904,25,2019,2,ALBUTEROL,false,"42,645",340,"12,815.52","12,734.52",81,4/1,04/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00487990425
MCOU,IA,00781,7517,87,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00781751787
FFSU,LA,00487,9701,01,2019,3,BUDESONIDE,true,,,,,,7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00487970101
FFSU,IL,00713,0635,15,2019,3,MOMETASONE,true,,,,,,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00713063515
MCOU,IL,00186,0372,28,2019,3,Symbicort,false,262.2,38,"8,148.1","8,148.1",0,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00186037228
MCOU,KY,00378,8270,91,2019,3,ALBUTEROL,false,"11,760",55,476.33,476.33,0,7/1,07/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00378827091
MCOU,LA,00378,0255,01,2019,2,ALBUTEROL,true,,,,,,4/1,04/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00378025501
MCOU,IL,00472,0825,16,2019,1,ALBUTEROL,false,"161,641.95","1,247","8,743.08","8,743.08",0,1/1,01/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00472082516
FFSU,MA,17478,0173,24,2019,3,XOPENEX 0.,true,,,,,,7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),17478017324
MCOU,OR,00472,0825,16,2019,1,ALBUTEROL,false,"3,413",22,148.07,148.07,0,1/1,01/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),00472082516
